ImageURL,Name,URL
https://cdn.myanimelist.net/images/anime/13/51579.jpg,[Social Servant] x service,
https://cdn.myanimelist.net/images/anime/1327/93616.jpg,3D Kanojo,
https://cdn.myanimelist.net/images/anime/1612/120636.jpg,Aharen-san wa Hakarenai,
https://cdn.myanimelist.net/images/anime/7/86665.jpg,Aho-girl,
https://cdn.myanimelist.net/images/anime/10/75764.jpg,Akagami no Shinrayuki,
https://cdn.myanimelist.net/images/anime/3/79414.jpg,And you thought there is never a girl online?,
https://cdn.myanimelist.net/images/anime/1244/111115.jpg,Angel Beats,
https://cdn.myanimelist.net/images/anime/1267/103421.jpg,Assassins Pride,
https://cdn.myanimelist.net/images/anime/1909/144684.jpg,Komi Sama,
https://cdn.myanimelist.net/images/anime/1974/102960.jpg,Bokutachi wa Benkyou ga Dekinai,
https://cdn.myanimelist.net/images/anime/1826/147276.jpg,Charlotte,
https://cdn.myanimelist.net/images/anime/1905/142840.jpg,Chuunibyou demo Koi ga Shitai,
https://cdn.myanimelist.net/images/anime/5/86830.jpg,Classroom of the Elite,
https://cdn.myanimelist.net/images/anime/1023/138280.jpg,Danchigai (Short Episodes),
https://cdn.myanimelist.net/images/anime/7/75287.jpg,Danna ga Nani wo Itteiru ka Wakaranai,
https://cdn.myanimelist.net/images/anime/1016/107222.jpg,Darwin's Game,
https://cdn.myanimelist.net/images/anime/1713/126442.jpg,"Fuufu Ijou, Koibito Miman",
https://cdn.myanimelist.net/images/anime/5/66083.jpg,Gekkan Shoujo Nozaki-kun,
https://cdn.myanimelist.net/images/anime/6/49237.jpg,Gin no Saji,
https://cdn.myanimelist.net/images/anime/12/52091.jpg,Golden Time,
https://cdn.myanimelist.net/images/anime/1819/97947.jpg,Go-Toubun no Hanayome,
https://cdn.myanimelist.net/images/anime/1302/119917.jpg,Hakozume: Kouban Joshi no Gyakushuu,
https://cdn.myanimelist.net/images/anime/6/77835.jpg,Haruchika,
https://cdn.myanimelist.net/images/anime/4/79468.jpg,"Haven't You Heard, I'm Sakamoto",
